Pickup Latitude,Pickup Longitude,Dropoff Latitude,Dropoff Longitude,Dropoff ID,Pickup ID,Booking ID,Actual Pickup Time
49.036378,11.470632,48.994215,11.461103,40,30,263008,2024-09-25 20:07:00
49.036378,11.470632,48.994215,11.461103,40,30,268306,2024-09-27 14:48:00
49.036378,11.470632,48.994215,11.461103,40,30,268792,2024-09-27 18:51:00
49.036378,11.470632,48.994215,11.461103,40,30,269152,2024-09-28 16:04:00
49.036378,11.470632,48.994215,11.461103,40,30,269276,2024-09-30 10:49:00
49.036378,11.470632,48.994215,11.461103,40,30,263021,2024-09-30 20:08:00
49.010337,11.502283,48.994215,11.461103,40,38,264150,2024-09-20 14:52:00
49.033832,11.471982,48.994215,11.461103,40,19,257869,2024-09-08 17:53:00
49.033832,11.471982,48.994215,11.461103,40,19,259880,2024-09-12 14:53:00
49.033832,11.471982,48.994215,11.461103,40,19,270103,2024-09-30 11:19:00
48.992168,11.377365,48.994215,11.461103,40,0,247519,2024-09-03 17:20:00
48.992168,11.377365,48.994215,11.461103,40,0,249398,2024-09-04 17:06:00
48.992168,11.377365,48.994215,11.461103,40,0,249399,2024-09-05 16:58:00
48.992168,11.377365,48.994215,11.461103,40,0,249402,2024-09-06 17:08:00
48.992168,11.377365,48.994215,11.461103,40,0,257003,2024-09-07 11:43:00
49.040293,11.464213,48.994215,11.461103,40,17,255501,2024-09-04 10:13:00
49.040293,11.464213,48.994215,11.461103,40,17,256758,2024-09-06 16:53:00
49.040293,11.464213,48.994215,11.461103,40,17,257636,2024-09-08 13:49:00
49.040293,11.464213,48.994215,11.461103,40,17,261867,2024-09-15 16:00:00
49.040293,11.464213,48.994215,11.461103,40,17,264023,2024-09-19 15:16:00
49.040293,11.464213,48.994215,11.461103,40,17,265565,2024-09-22 12:54:00
49.035103,11.474083,48.994215,11.461103,40,29,259939,2024-09-12 15:28:00
49.035103,11.474083,48.994215,11.461103,40,29,267546,2024-09-27 22:06:00
49.004607,11.447705,48.994215,11.461103,40,11,257157,2024-09-07 11:50:00
49.000562,11.38279,48.994215,11.461103,40,4,267897,2024-09-26 17:08:00
49.013625,11.502735,48.994215,11.461103,40,36,254135,2024-09-01 19:30:00
49.013625,11.502735,48.994215,11.461103,40,36,255918,2024-09-05 11:26:00
49.013625,11.502735,48.994215,11.461103,40,36,263695,2024-09-18 15:18:00
49.013625,11.502735,48.994215,11.461103,40,36,269009,2024-09-28 15:27:00
49.013625,11.502735,48.994215,11.461103,40,36,269149,2024-09-29 09:24:00
49.032928,11.479163,48.994215,11.461103,40,22,263636,2024-09-18 12:28:00
49.035227,11.467885,48.994215,11.461103,40,31,268489,2024-09-27 18:05:00
49.038975,11.480128,48.994215,11.461103,40,25,260590,2024-09-13 17:24:00
49.033525,11.475793,48.994215,11.461103,40,21,257243,2024-09-10 11:53:00
49.033525,11.475793,48.994215,11.461103,40,21,259969,2024-09-12 13:32:00
49.033525,11.475793,48.994215,11.461103,40,21,264031,2024-09-20 18:03:00
49.033525,11.475793,48.994215,11.461103,40,21,267989,2024-09-27 13:27:00
49.036912,11.471075,48.994215,11.461103,40,28,263760,2024-09-18 17:00:00
49.031608,11.461872,48.994215,11.461103,40,33,254958,2024-09-03 17:04:00
49.031608,11.461872,48.994215,11.461103,40,33,259148,2024-09-14 21:46:00
49.027045,11.473085,48.994215,11.461103,40,35,256559,2024-09-06 13:04:00
49.027045,11.473085,48.994215,11.461103,40,35,268646,2024-09-27 22:11:00
49.017245,11.444688,48.994215,11.461103,40,12,256735,2024-09-06 20:12:00
49.013632,11.497563,48.994215,11.461103,40,37,261829,2024-09-15 16:09:00
48.994215,11.461103,49.035103,11.474083,29,40,259881,2024-09-13 16:47:00
48.994215,11.461103,49.035103,11.474083,29,40,264751,2024-09-20 16:17:00
48.994215,11.461103,49.035103,11.474083,29,40,265572,2024-09-24 13:11:00
48.994215,11.461103,49.035103,11.474083,29,40,266251,2024-09-24 13:11:00
48.994215,11.461103,49.035103,11.474083,29,40,267408,2024-09-25 13:21:00
48.994215,11.461103,49.035103,11.474083,29,40,266263,2024-09-27 13:13:00
48.994215,11.461103,49.035103,11.474083,29,40,267544,2024-09-27 17:34:00
48.976207,11.491877,49.035103,11.474083,29,46,255014,2024-09-10 13:39:00
48.976207,11.491877,49.035103,11.474083,29,46,255017,2024-09-11 15:14:00
48.976207,11.491877,49.035103,11.474083,29,46,255023,2024-09-25 15:22:00
49.010337,11.502283,49.035103,11.474083,29,38,253902,2024-09-01 11:34:00
49.010337,11.502283,49.035103,11.474083,29,38,254560,2024-09-04 16:19:00
49.010337,11.502283,49.035103,11.474083,29,38,255698,2024-09-05 16:34:00
49.010337,11.502283,49.035103,11.474083,29,38,257350,2024-09-07 17:13:00
49.010337,11.502283,49.035103,11.474083,29,38,258209,2024-09-10 17:05:00
49.010337,11.502283,49.035103,11.474083,29,38,258213,2024-09-14 17:17:00
49.010337,11.502283,49.035103,11.474083,29,38,261185,2024-09-15 11:03:00
49.010337,11.502283,49.035103,11.474083,29,38,262100,2024-09-17 17:07:00
49.010337,11.502283,49.035103,11.474083,29,38,262105,2024-09-18 16:47:00
49.010337,11.502283,49.035103,11.474083,29,38,264040,2024-09-21 16:47:00
49.010337,11.502283,49.035103,11.474083,29,38,266112,2024-09-24 08:39:00
49.010337,11.502283,49.035103,11.474083,29,38,266116,2024-09-25 08:47:00
49.010337,11.502283,49.035103,11.474083,29,38,266119,2024-09-28 17:12:00
49.010337,11.502283,49.035103,11.474083,29,38,268881,2024-09-29 11:12:00
48.976827,11.559612,49.035103,11.474083,29,50,253231,2024-09-02 08:31:00
48.976827,11.559612,49.035103,11.474083,29,50,251831,2024-09-04 08:14:00
48.976827,11.559612,49.035103,11.474083,29,50,251829,2024-09-05 08:20:00
48.976827,11.559612,49.035103,11.474083,29,50,251832,2024-09-06 07:43:00
48.976827,11.559612,49.035103,11.474083,29,50,261069,2024-09-14 13:49:00
48.976827,11.559612,49.035103,11.474083,29,50,262104,2024-09-18 20:22:00
