,Actual Pickup Time,Booking ID,Pickup ID,Dropoff ID,Actual Dropoff Time,Pickup Latitude,Pickup Longitude,Dropoff Latitude,Dropoff Longitude,name,district,Passenger status,Rounded Pickup Time,Pickup Date,Pickup Hour
839,2024-09-09 15:54:00,258042,8,59,2024-09-09 16:09:00,49.017505,11.404733,49.058008,11.516585,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-09 15:00:00,2024-09-09,15
840,2024-09-09 16:02:00,254610,0,57,2024-09-09 16:23:00,48.992168,11.377365,49.02628,11.503385,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 16:00:00,2024-09-09,16
841,2024-09-09 16:02:00,255333,0,38,2024-09-09 16:14:00,48.992168,11.377365,49.010337,11.502283,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 16:00:00,2024-09-09,16
842,2024-09-09 16:02:00,258022,0,35,2024-09-09 16:23:00,48.992168,11.377365,49.027045,11.473085,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-09 16:00:00,2024-09-09,16
843,2024-09-09 16:02:00,258391,0,27,2024-09-09 16:30:00,48.992168,11.377365,49.041112,11.47124,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 16:00:00,2024-09-09,16
844,2024-09-09 16:03:00,258489,28,0,2024-09-09 16:34:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-09 16:00:00,2024-09-09,16
845,2024-09-09 16:33:00,258308,5,29,2024-09-09 16:58:00,49.000012,11.38727,49.035103,11.474083,"Kinding, Schule",Kinding,Cancelled,2024-09-09 16:00:00,2024-09-09,16
846,2024-09-09 16:34:00,258222,0,27,2024-09-09 16:52:00,48.992168,11.377365,49.041112,11.47124,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 16:00:00,2024-09-09,16
847,2024-09-09 16:34:00,258275,30,44,2024-09-09 16:42:00,49.036378,11.470632,48.98216,11.494917,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-09 16:00:00,2024-09-09,16
848,2024-09-09 16:40:00,245209,8,20,2024-09-09 16:52:00,49.017505,11.404733,49.032173,11.476295,"Haunstetten, Gewerbegebiet",Haunstetten,Cancelled,2024-09-09 16:00:00,2024-09-09,16
849,2024-09-09 16:46:00,255997,8,21,2024-09-09 16:59:00,49.017505,11.404733,49.033525,11.475793,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-09 16:00:00,2024-09-09,16
850,2024-09-09 16:51:00,252969,30,49,2024-09-09 17:11:00,49.036378,11.470632,48.97449,11.562987,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-09 16:00:00,2024-09-09,16
851,2024-09-09 16:50:00,258491,38,19,2024-09-09 16:57:00,49.010337,11.502283,49.033832,11.471982,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-09 16:00:00,2024-09-09,16
852,2024-09-09 16:58:00,258304,29,38,2024-09-09 17:03:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-09 16:00:00,2024-09-09,16
853,2024-09-09 16:58:00,258408,29,0,2024-09-09 17:24:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-09 16:00:00,2024-09-09,16
854,2024-09-09 16:59:00,258249,31,15,2024-09-09 17:03:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-09 16:00:00,2024-09-09,16
855,2024-09-09 16:59:00,258533,31,15,2024-09-09 17:03:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-09 16:00:00,2024-09-09,16
856,2024-09-09 17:13:00,256016,49,40,2024-09-09 17:26:00,48.97449,11.562987,48.994215,11.461103,"Wolfsbuch, Am Schacher",Wolfsbuch,Cancelled,2024-09-09 17:00:00,2024-09-09,17
857,2024-09-09 17:11:00,258104,49,40,2024-09-09 17:25:00,48.97449,11.562987,48.994215,11.461103,"Wolfsbuch, Am Schacher",Wolfsbuch,Cancelled,2024-09-09 17:00:00,2024-09-09,17
858,2024-09-09 17:05:00,244894,34,2,2024-09-09 17:20:00,49.03112,11.469645,48.993652,11.361228,"Beilngries, Volksfestplatz",Beilngries,Cancelled,2024-09-09 17:00:00,2024-09-09,17
859,2024-09-09 17:08:00,258237,33,0,2024-09-09 17:20:00,49.031608,11.461872,48.992168,11.377365,"Beilngries, Bauhofstraße",Beilngries,Trip completed,2024-09-09 17:00:00,2024-09-09,17
860,2024-09-09 17:13:00,257196,11,0,2024-09-09 17:20:00,49.004607,11.447705,48.992168,11.377365,"Kratzmuehle, Seerestaurant",Pfraundorf,Trip completed,2024-09-09 17:00:00,2024-09-09,17
861,2024-09-09 17:22:00,257946,38,31,2024-09-09 17:29:00,49.010337,11.502283,49.035227,11.467885,"Paulushofen, Dorfstraße",Paulushofen,Cancelled,2024-09-09 17:00:00,2024-09-09,17
862,2024-09-09 17:24:00,249413,0,40,2024-09-09 17:39:00,48.992168,11.377365,48.994215,11.461103,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-09 17:00:00,2024-09-09,17
863,2024-09-09 17:30:00,257949,31,38,2024-09-09 17:34:00,49.035227,11.467885,49.010337,11.502283,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Cancelled,2024-09-09 17:00:00,2024-09-09,17
864,2024-09-09 17:30:00,257964,4,66,2024-09-09 17:44:00,49.000562,11.38279,49.043035,11.412738,"Kinding, Marktplatz",Kinding,Cancelled,2024-09-09 17:00:00,2024-09-09,17
865,2024-09-09 17:31:00,258505,0,24,2024-09-09 17:56:00,48.992168,11.377365,49.037288,11.476722,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 17:00:00,2024-09-09,17
866,2024-09-09 17:51:00,256951,0,47,2024-09-09 18:10:00,48.992168,11.377365,48.965578,11.50951,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-09 17:00:00,2024-09-09,17
867,2024-09-09 17:48:00,258171,62,19,2024-09-09 17:56:00,49.054378,11.463912,49.033832,11.471982,Goesselthal,Oberndorf,Trip completed,2024-09-09 17:00:00,2024-09-09,17
868,2024-09-09 18:16:00,258189,29,38,2024-09-09 18:21:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-09 18:00:00,2024-09-09,18
869,2024-09-09 18:16:00,258565,19,38,2024-09-09 18:21:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-09 18:00:00,2024-09-09,18
870,2024-09-09 18:27:00,258078,40,30,2024-09-09 18:49:00,48.994215,11.461103,49.036378,11.470632,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-09 18:00:00,2024-09-09,18
871,2024-09-09 19:02:00,255482,6,21,2024-09-09 19:06:00,49.015158,11.408473,49.033525,11.475793,"Haunstetten, Kirche",Haunstetten,Cancelled,2024-09-09 19:00:00,2024-09-09,19
872,2024-09-09 19:13:00,258444,35,50,2024-09-09 19:26:00,49.027045,11.473085,48.976827,11.559612,"Beilngries, Freibad",Beilngries,Trip completed,2024-09-09 19:00:00,2024-09-09,19
873,2024-09-09 19:20:00,256017,40,49,2024-09-09 19:33:00,48.994215,11.461103,48.97449,11.562987,"Irfersdorf, Am Kirchplatz",Irfersdorf,Cancelled,2024-09-09 19:00:00,2024-09-09,19
874,2024-09-09 19:20:00,258105,40,49,2024-09-09 19:33:00,48.994215,11.461103,48.97449,11.562987,"Irfersdorf, Am Kirchplatz",Irfersdorf,Cancelled,2024-09-09 19:00:00,2024-09-09,19
875,2024-09-09 19:39:00,258419,30,10,2024-09-09 19:50:00,49.036378,11.470632,49.005142,11.445253,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-09 19:00:00,2024-09-09,19
876,2024-09-09 19:50:00,245973,0,22,2024-09-09 20:07:00,48.992168,11.377365,49.032928,11.479163,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 19:00:00,2024-09-09,19
877,2024-09-09 20:07:00,258627,30,10,2024-09-09 20:21:00,49.036378,11.470632,49.005142,11.445253,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-09 20:00:00,2024-09-09,20
878,2024-09-09 20:26:00,258254,0,30,2024-09-09 21:01:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 20:00:00,2024-09-09,20
879,2024-09-09 20:51:00,255298,27,64,2024-09-09 20:58:00,49.041112,11.47124,49.068532,11.455142,"Beilngries, Hafen",Beilngries,Cancelled,2024-09-09 20:00:00,2024-09-09,20
880,2024-09-09 21:01:00,258079,30,40,2024-09-09 21:31:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-09 21:00:00,2024-09-09,21
881,2024-09-09 21:20:00,258093,0,46,2024-09-09 21:41:00,48.992168,11.377365,48.976207,11.491877,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-09 21:00:00,2024-09-09,21
882,2024-09-09 21:20:00,258646,0,46,2024-09-09 21:41:00,48.992168,11.377365,48.976207,11.491877,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-09 21:00:00,2024-09-09,21
883,2024-09-09 21:50:00,257004,0,27,2024-09-09 22:03:00,48.992168,11.377365,49.041112,11.47124,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 21:00:00,2024-09-09,21
884,2024-09-09 21:50:00,258651,0,28,2024-09-09 22:02:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-09 21:00:00,2024-09-09,21
885,2024-09-09 22:15:00,257843,19,42,2024-09-09 22:25:00,49.033832,11.471982,48.970778,11.476563,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-09 22:00:00,2024-09-09,22
886,2024-09-10 05:24:00,245808,67,8,2024-09-10 05:24:00,49.048472,11.431715,49.017505,11.404733,Kaldorf,Wiesenhofen,Trip completed,2024-09-10 05:00:00,2024-09-10,5
887,2024-09-10 05:36:00,246153,1,8,2024-09-10 05:45:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Cancelled,2024-09-10 05:00:00,2024-09-10,5
888,2024-09-10 05:38:00,254386,27,0,2024-09-10 06:21:00,49.041112,11.47124,48.992168,11.377365,"Beilngries, Hafen",Beilngries,Trip completed,2024-09-10 05:00:00,2024-09-10,5
889,2024-09-10 05:53:00,250324,49,30,2024-09-10 06:03:00,48.97449,11.562987,49.036378,11.470632,"Wolfsbuch, Am Schacher",Wolfsbuch,Trip completed,2024-09-10 05:00:00,2024-09-10,5
890,2024-09-10 06:00:00,258009,53,19,2024-09-10 06:07:00,48.998413,11.530053,49.033832,11.471982,Amtmannsdorf,Amtmannsdorf,Cancelled,2024-09-10 06:00:00,2024-09-10,6
891,2024-09-10 05:57:00,253572,55,31,2024-09-10 06:04:00,49.019003,11.520783,49.035227,11.467885,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Trip completed,2024-09-10 05:00:00,2024-09-10,5
892,2024-09-10 06:21:00,245743,2,34,2024-09-10 06:33:00,48.993652,11.361228,49.03112,11.469645,"Enkering, Feuerwehrhaus",Enkering,Trip completed,2024-09-10 06:00:00,2024-09-10,6
893,2024-09-10 06:25:00,256341,2,22,2024-09-10 06:39:00,48.993652,11.361228,49.032928,11.479163,"Enkering, Feuerwehrhaus",Enkering,Trip completed,2024-09-10 06:00:00,2024-09-10,6
894,2024-09-10 06:25:00,258743,1,8,2024-09-10 06:35:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Cancelled,2024-09-10 06:00:00,2024-09-10,6
895,2024-09-10 06:34:00,258211,19,8,2024-09-10 06:44:00,49.033832,11.471982,49.017505,11.404733,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-10 06:00:00,2024-09-10,6
896,2024-09-10 07:01:00,257274,66,19,2024-09-10 07:10:00,49.043035,11.412738,49.033832,11.471982,"Wiesenhofen, Kirche",Litterzhofen,Cancelled,2024-09-10 07:00:00,2024-09-10,7
897,2024-09-10 06:54:00,258531,4,38,2024-09-10 07:07:00,49.000562,11.38279,49.010337,11.502283,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-10 06:00:00,2024-09-10,6
898,2024-09-10 07:00:00,246684,20,8,2024-09-10 07:10:00,49.032173,11.476295,49.017505,11.404733,"Beilngries, ZOB",Beilngries,Cancelled,2024-09-10 07:00:00,2024-09-10,7
899,2024-09-10 06:58:00,253392,44,26,2024-09-10 07:11:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Trip completed,2024-09-10 06:00:00,2024-09-10,6
900,2024-09-10 07:28:00,258424,48,21,2024-09-10 07:43:00,48.975027,11.534193,49.033525,11.475793,Arnbuch,Arnbuch,Trip completed,2024-09-10 07:00:00,2024-09-10,7
901,2024-09-10 07:35:00,258754,38,21,2024-09-10 07:43:00,49.010337,11.502283,49.033525,11.475793,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-10 07:00:00,2024-09-10,7
902,2024-09-10 07:41:00,252264,27,64,2024-09-10 07:49:00,49.041112,11.47124,49.068532,11.455142,"Beilngries, Hafen",Beilngries,Trip completed,2024-09-10 07:00:00,2024-09-10,7
903,2024-09-10 07:46:00,245906,22,0,2024-09-10 07:59:00,49.032928,11.479163,48.992168,11.377365,"Beilngries, Kelheimer Straße",Beilngries,Trip completed,2024-09-10 07:00:00,2024-09-10,7
904,2024-09-10 07:49:00,258688,30,0,2024-09-10 07:59:00,49.036378,11.470632,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-10 07:00:00,2024-09-10,7
905,2024-09-10 08:06:00,255596,0,8,2024-09-10 08:21:00,48.992168,11.377365,49.017505,11.404733,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 08:00:00,2024-09-10,8
906,2024-09-10 08:06:00,258416,0,29,2024-09-10 08:31:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 08:00:00,2024-09-10,8
907,2024-09-10 08:14:00,258810,1,8,2024-09-10 08:21:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Trip completed,2024-09-10 08:00:00,2024-09-10,8
908,2024-09-10 08:26:00,257719,0,19,2024-09-10 08:42:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 08:00:00,2024-09-10,8
909,2024-09-10 09:07:00,258827,19,38,2024-09-10 09:12:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-10 09:00:00,2024-09-10,9
910,2024-09-10 09:13:00,258788,30,0,2024-09-10 09:27:00,49.036378,11.470632,48.992168,11.377365,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-10 09:00:00,2024-09-10,9
911,2024-09-10 09:12:00,258511,30,4,2024-09-10 09:21:00,49.036378,11.470632,49.000562,11.38279,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-10 09:00:00,2024-09-10,9
912,2024-09-10 09:38:00,258755,19,38,2024-09-10 09:44:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-10 09:00:00,2024-09-10,9
913,2024-09-10 10:28:00,257845,42,19,2024-09-10 10:41:00,48.970778,11.476563,49.033832,11.471982,"Grampersdorf, Landstrasse",Grampersdorf,Trip completed,2024-09-10 10:00:00,2024-09-10,10
914,2024-09-10 10:40:00,258735,24,0,2024-09-10 10:58:00,49.037288,11.476722,48.992168,11.377365,"Beilngries, Gartenstraße",Beilngries,Trip completed,2024-09-10 10:00:00,2024-09-10,10
915,2024-09-10 10:51:00,258661,6,0,2024-09-10 10:58:00,49.015158,11.408473,48.992168,11.377365,"Haunstetten, Kirche",Haunstetten,Trip completed,2024-09-10 10:00:00,2024-09-10,10
916,2024-09-10 11:17:00,255799,21,50,2024-09-10 11:29:00,49.033525,11.475793,48.976827,11.559612,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-10 11:00:00,2024-09-10,11
917,2024-09-10 11:19:00,255805,21,50,2024-09-10 11:32:00,49.033525,11.475793,48.976827,11.559612,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
918,2024-09-10 11:19:00,258684,21,53,2024-09-10 11:32:00,49.033525,11.475793,48.998413,11.530053,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
919,2024-09-10 11:29:00,256348,21,59,2024-09-10 11:46:00,49.033525,11.475793,49.058008,11.516585,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
920,2024-09-10 11:29:00,256351,21,59,2024-09-10 11:46:00,49.033525,11.475793,49.058008,11.516585,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
921,2024-09-10 11:29:00,256399,21,15,2024-09-10 11:34:00,49.033525,11.475793,49.03815,11.451488,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
922,2024-09-10 11:53:00,255863,21,1,2024-09-10 12:10:00,49.033525,11.475793,48.992498,11.363953,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
923,2024-09-10 11:53:00,255993,21,50,2024-09-10 12:14:00,49.033525,11.475793,48.976827,11.559612,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
924,2024-09-10 11:53:00,257243,21,40,2024-09-10 12:04:00,49.033525,11.475793,48.994215,11.461103,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 11:00:00,2024-09-10,11
925,2024-09-10 12:06:00,258516,4,30,2024-09-10 12:24:00,49.000562,11.38279,49.036378,11.470632,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-10 12:00:00,2024-09-10,12
926,2024-09-10 12:21:00,258669,36,18,2024-09-10 12:31:00,49.013625,11.502735,49.039483,11.467702,"Paulushofen, Am Haar",Paulushofen,Trip completed,2024-09-10 12:00:00,2024-09-10,12
927,2024-09-10 12:18:00,257233,21,40,2024-09-10 12:28:00,49.033525,11.475793,48.994215,11.461103,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
928,2024-09-10 12:25:00,258712,21,6,2024-09-10 12:36:00,49.033525,11.475793,49.015158,11.408473,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
929,2024-09-10 12:31:00,258784,30,6,2024-09-10 12:39:00,49.036378,11.470632,49.015158,11.408473,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-10 12:00:00,2024-09-10,12
930,2024-09-10 12:43:00,258909,19,0,2024-09-10 13:03:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-10 12:00:00,2024-09-10,12
931,2024-09-10 12:50:00,258884,28,0,2024-09-10 13:04:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
932,2024-09-10 12:51:00,258885,28,0,2024-09-10 13:04:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
933,2024-09-10 12:51:00,258911,30,12,2024-09-10 12:56:00,49.036378,11.470632,49.017245,11.444688,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
934,2024-09-10 12:55:00,253424,26,44,2024-09-10 13:13:00,49.044913,11.469383,48.98216,11.494917,"Beilngries, Kanalsiedlung",Beilngries,Cancelled,2024-09-10 12:00:00,2024-09-10,12
935,2024-09-10 12:58:00,258670,30,36,2024-09-10 13:04:00,49.036378,11.470632,49.013625,11.502735,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-10 12:00:00,2024-09-10,12
936,2024-09-10 13:22:00,258432,21,48,2024-09-10 13:34:00,49.033525,11.475793,48.975027,11.534193,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-10 13:00:00,2024-09-10,13
937,2024-09-10 13:39:00,255014,46,29,2024-09-10 13:51:00,48.976207,11.491877,49.035103,11.474083,"Aschbuch, Waldsiedlung",Aschbuch,Trip completed,2024-09-10 13:00:00,2024-09-10,13
938,2024-09-10 13:46:00,258383,50,30,2024-09-10 14:00:00,48.976827,11.559612,49.036378,11.470632,"Wolfsbuch, Fuchsengasse",Wolfsbuch,Trip completed,2024-09-10 13:00:00,2024-09-10,13
939,2024-09-10 13:53:00,258613,31,15,2024-09-10 13:58:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-10 13:00:00,2024-09-10,13
940,2024-09-10 13:53:00,258614,31,15,2024-09-10 13:58:00,49.035227,11.467885,49.03815,11.451488,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-10 13:00:00,2024-09-10,13
941,2024-09-10 14:05:00,252266,64,27,2024-09-10 14:11:00,49.068532,11.455142,49.041112,11.47124,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-10 14:00:00,2024-09-10,14
942,2024-09-10 14:07:00,258980,28,0,2024-09-10 14:43:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
943,2024-09-10 14:19:00,257268,29,50,2024-09-10 14:32:00,49.035103,11.474083,48.976827,11.559612,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
944,2024-09-10 14:14:00,258893,19,53,2024-09-10 14:22:00,49.033832,11.471982,48.998413,11.530053,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
945,2024-09-10 14:17:00,245811,8,67,2024-09-10 14:22:00,49.017505,11.404733,49.048472,11.431715,"Haunstetten, Gewerbegebiet",Haunstetten,Cancelled,2024-09-10 14:00:00,2024-09-10,14
946,2024-09-10 14:17:00,257864,8,22,2024-09-10 14:33:00,49.017505,11.404733,49.032928,11.479163,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 14:00:00,2024-09-10,14
947,2024-09-10 14:17:00,258829,8,19,2024-09-10 14:26:00,49.017505,11.404733,49.033832,11.471982,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 14:00:00,2024-09-10,14
948,2024-09-10 14:28:00,258933,8,1,2024-09-10 14:35:00,49.017505,11.404733,48.992498,11.363953,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 14:00:00,2024-09-10,14
949,2024-09-10 14:46:00,258891,0,30,2024-09-10 14:57:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 14:00:00,2024-09-10,14
950,2024-09-10 14:43:00,258966,0,19,2024-09-10 14:56:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-10 14:00:00,2024-09-10,14
951,2024-09-10 14:46:00,258972,0,19,2024-09-10 14:57:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 14:00:00,2024-09-10,14
952,2024-09-10 14:46:00,258973,0,28,2024-09-10 15:01:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-10 14:00:00,2024-09-10,14
953,2024-09-10 14:54:00,258830,19,67,2024-09-10 14:59:00,49.033832,11.471982,49.048472,11.431715,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-10 14:00:00,2024-09-10,14
954,2024-09-10 14:59:00,258843,19,0,2024-09-10 15:22:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
955,2024-09-10 14:59:00,259035,28,0,2024-09-10 15:21:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
956,2024-09-10 14:59:00,259038,28,0,2024-09-10 15:21:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 14:00:00,2024-09-10,14
957,2024-09-10 15:01:00,259045,28,0,2024-09-10 15:22:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 15:00:00,2024-09-10,15
958,2024-09-10 15:05:00,257234,30,40,2024-09-10 15:16:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-10 15:00:00,2024-09-10,15
959,2024-09-10 15:05:00,258386,30,50,2024-09-10 15:18:00,49.036378,11.470632,48.976827,11.559612,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-10 15:00:00,2024-09-10,15
960,2024-09-10 15:09:00,258621,38,0,2024-09-10 15:23:00,49.010337,11.502283,48.992168,11.377365,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-10 15:00:00,2024-09-10,15
961,2024-09-10 15:06:00,258998,28,53,2024-09-10 15:13:00,49.036912,11.471075,48.998413,11.530053,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-10 15:00:00,2024-09-10,15
962,2024-09-10 15:29:00,258167,8,31,2024-09-10 15:38:00,49.017505,11.404733,49.035227,11.467885,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 15:00:00,2024-09-10,15
963,2024-09-10 15:29:00,258937,8,30,2024-09-10 15:38:00,49.017505,11.404733,49.036378,11.470632,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 15:00:00,2024-09-10,15
964,2024-09-10 15:38:00,255016,29,46,2024-09-10 15:52:00,49.035103,11.474083,48.976207,11.491877,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-10 15:00:00,2024-09-10,15
965,2024-09-10 15:36:00,257570,19,42,2024-09-10 15:46:00,49.033832,11.471982,48.970778,11.476563,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-10 15:00:00,2024-09-10,15
966,2024-09-10 15:50:00,258727,22,0,2024-09-10 16:08:00,49.032928,11.479163,48.992168,11.377365,"Beilngries, Kelheimer Straße",Beilngries,Trip completed,2024-09-10 15:00:00,2024-09-10,15
967,2024-09-10 15:52:00,259004,29,0,2024-09-10 16:08:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-10 15:00:00,2024-09-10,15
968,2024-09-10 15:54:00,258986,28,0,2024-09-10 16:11:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-10 15:00:00,2024-09-10,15
969,2024-09-10 16:02:00,258214,8,19,2024-09-10 16:21:00,49.017505,11.404733,49.033832,11.471982,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-10 16:00:00,2024-09-10,16
970,2024-09-10 16:08:00,258978,0,28,2024-09-10 16:36:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-10 16:00:00,2024-09-10,16
