,Actual Pickup Time,Booking ID,Pickup ID,Dropoff ID,Actual Dropoff Time,Pickup Latitude,Pickup Longitude,Dropoff Latitude,Dropoff Longitude,name,district,Passenger status,Rounded Pickup Time,Pickup Date,Pickup Hour
1497,2024-09-15 08:46:00,261499,28,64,2024-09-15 08:53:00,49.036912,11.471075,49.068532,11.455142,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-15 08:00:00,2024-09-15,8
1498,2024-09-15 08:45:00,252279,27,64,2024-09-15 08:52:00,49.041112,11.47124,49.068532,11.455142,"Beilngries, Hafen",Beilngries,Cancelled,2024-09-15 08:00:00,2024-09-15,8
1499,2024-09-15 08:53:00,254736,64,0,2024-09-15 09:10:00,49.068532,11.455142,48.992168,11.377365,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-15 08:00:00,2024-09-15,8
1500,2024-09-15 09:41:00,261203,31,42,2024-09-15 09:59:00,49.035227,11.467885,48.970778,11.476563,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,Trip completed,2024-09-15 09:00:00,2024-09-15,9
1501,2024-09-15 09:52:00,261684,37,0,2024-09-15 10:13:00,49.013632,11.497563,48.992168,11.377365,"Paulushofen, Spielplatz",Paulushofen,Cancelled,2024-09-15 09:00:00,2024-09-15,9
1502,2024-09-15 10:16:00,261163,42,19,2024-09-15 10:30:00,48.970778,11.476563,49.033832,11.471982,"Grampersdorf, Landstrasse",Grampersdorf,Trip completed,2024-09-15 10:00:00,2024-09-15,10
1503,2024-09-15 10:28:00,261550,29,0,2024-09-15 10:41:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-15 10:00:00,2024-09-15,10
1504,2024-09-15 10:41:00,261693,15,3,2024-09-15 10:59:00,49.03815,11.451488,49.002445,11.390002,"Hirschberg, Dorfkapelle",Hirschberg,Cancelled,2024-09-15 10:00:00,2024-09-15,10
1505,2024-09-15 11:03:00,261185,38,29,2024-09-15 11:11:00,49.010337,11.502283,49.035103,11.474083,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-15 11:00:00,2024-09-15,11
1506,2024-09-15 11:16:00,257161,11,0,2024-09-15 11:26:00,49.004607,11.447705,48.992168,11.377365,"Kratzmuehle, Seerestaurant",Pfraundorf,Cancelled,2024-09-15 11:00:00,2024-09-15,11
1507,2024-09-15 11:45:00,259835,50,38,2024-09-15 11:52:00,48.976827,11.559612,49.010337,11.502283,"Wolfsbuch, Fuchsengasse",Wolfsbuch,Trip completed,2024-09-15 11:00:00,2024-09-15,11
1508,2024-09-15 12:03:00,261701,15,3,2024-09-15 12:14:00,49.03815,11.451488,49.002445,11.390002,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-15 12:00:00,2024-09-15,12
1509,2024-09-15 12:30:00,261205,42,31,2024-09-15 12:39:00,48.970778,11.476563,49.035227,11.467885,"Grampersdorf, Landstrasse",Grampersdorf,Trip completed,2024-09-15 12:00:00,2024-09-15,12
1510,2024-09-15 12:46:00,261603,15,0,2024-09-15 13:03:00,49.03815,11.451488,48.992168,11.377365,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-15 12:00:00,2024-09-15,12
1511,2024-09-15 12:58:00,261702,3,0,2024-09-15 13:03:00,49.002445,11.390002,48.992168,11.377365,"Kinding, Beilngrieser Straße",Kinding,Trip completed,2024-09-15 12:00:00,2024-09-15,12
1512,2024-09-15 13:44:00,261821,29,0,2024-09-15 13:58:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-15 13:00:00,2024-09-15,13
1513,2024-09-15 14:07:00,261776,24,3,2024-09-15 14:21:00,49.037288,11.476722,49.002445,11.390002,"Beilngries, Gartenstraße",Beilngries,Trip completed,2024-09-15 14:00:00,2024-09-15,14
1514,2024-09-15 14:10:00,261823,37,0,2024-09-15 14:34:00,49.013632,11.497563,48.992168,11.377365,"Paulushofen, Spielplatz",Paulushofen,Cancelled,2024-09-15 14:00:00,2024-09-15,14
1515,2024-09-15 14:34:00,261562,15,0,2024-09-15 14:46:00,49.03815,11.451488,48.992168,11.377365,"Hirschberg, Dorfkapelle",Hirschberg,Cancelled,2024-09-15 14:00:00,2024-09-15,14
1516,2024-09-15 14:46:00,261720,0,28,2024-09-15 15:14:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 14:00:00,2024-09-15,14
1517,2024-09-15 15:00:00,260437,29,50,2024-09-15 15:26:00,49.035103,11.474083,48.976827,11.559612,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-15 15:00:00,2024-09-15,15
1518,2024-09-15 15:05:00,252280,64,27,2024-09-15 15:12:00,49.068532,11.455142,49.041112,11.47124,"Plankstetten, Biberbacher Straße",Biberbach,Cancelled,2024-09-15 15:00:00,2024-09-15,15
1519,2024-09-15 15:05:00,261271,64,30,2024-09-15 15:14:00,49.068532,11.455142,49.036378,11.470632,"Plankstetten, Biberbacher Straße",Biberbach,Cancelled,2024-09-15 15:00:00,2024-09-15,15
1520,2024-09-15 15:07:00,261500,64,28,2024-09-15 15:14:00,49.068532,11.455142,49.036912,11.471075,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-15 15:00:00,2024-09-15,15
1521,2024-09-15 15:23:00,259877,29,50,2024-09-15 15:58:00,49.035103,11.474083,48.976827,11.559612,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-15 15:00:00,2024-09-15,15
1522,2024-09-15 15:48:00,257538,4,1,2024-09-15 15:52:00,49.000562,11.38279,48.992498,11.363953,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-15 15:00:00,2024-09-15,15
1523,2024-09-15 15:55:00,261555,11,47,2024-09-15 16:30:00,49.004607,11.447705,48.965578,11.50951,"Kratzmuehle, Seerestaurant",Pfraundorf,Trip completed,2024-09-15 15:00:00,2024-09-15,15
1524,2024-09-15 16:03:00,261186,29,38,2024-09-15 16:12:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Cancelled,2024-09-15 16:00:00,2024-09-15,16
1525,2024-09-15 16:00:00,261867,17,40,2024-09-15 16:21:00,49.040293,11.464213,48.994215,11.461103,"Beilngries, Hirschberger straße",Beilngries,Trip completed,2024-09-15 16:00:00,2024-09-15,16
1526,2024-09-15 16:09:00,261829,37,40,2024-09-15 16:21:00,49.013632,11.497563,48.994215,11.461103,"Paulushofen, Spielplatz",Paulushofen,Trip completed,2024-09-15 16:00:00,2024-09-15,16
1527,2024-09-15 16:21:00,261909,40,0,2024-09-15 16:40:00,48.994215,11.461103,48.992168,11.377365,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-15 16:00:00,2024-09-15,16
1528,2024-09-15 16:50:00,261872,0,30,2024-09-15 17:01:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 16:00:00,2024-09-15,16
1529,2024-09-15 16:50:00,261877,0,30,2024-09-15 17:01:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 16:00:00,2024-09-15,16
1530,2024-09-15 17:03:00,261924,19,0,2024-09-15 17:19:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-15 17:00:00,2024-09-15,17
1531,2024-09-15 17:19:00,261949,0,28,2024-09-15 17:28:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 17:00:00,2024-09-15,17
1532,2024-09-15 17:59:00,261913,0,30,2024-09-15 18:32:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 17:00:00,2024-09-15,17
1533,2024-09-15 17:52:00,261939,0,19,2024-09-15 18:22:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 17:00:00,2024-09-15,17
1534,2024-09-15 18:01:00,261948,4,23,2024-09-15 18:36:00,49.000562,11.38279,49.030037,11.484332,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1535,2024-09-15 18:02:00,261947,3,24,2024-09-15 18:33:00,49.002445,11.390002,49.037288,11.476722,"Kinding, Beilngrieser Straße",Kinding,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1536,2024-09-15 18:15:00,261869,40,17,2024-09-15 18:28:00,48.994215,11.461103,49.040293,11.464213,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1537,2024-09-15 18:32:00,261608,29,38,2024-09-15 18:42:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1538,2024-09-15 18:59:00,261710,0,28,2024-09-15 19:18:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1539,2024-09-15 18:59:00,261978,0,19,2024-09-15 19:11:00,48.992168,11.377365,49.033832,11.471982,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 18:00:00,2024-09-15,18
1540,2024-09-15 18:59:00,261984,0,30,2024-09-15 19:18:00,48.992168,11.377365,49.036378,11.470632,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 18:00:00,2024-09-15,18
1541,2024-09-15 19:13:00,262002,30,40,2024-09-15 19:24:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-15 19:00:00,2024-09-15,19
1542,2024-09-15 19:09:00,261987,21,40,2024-09-15 19:19:00,49.033525,11.475793,48.994215,11.461103,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-15 19:00:00,2024-09-15,19
1543,2024-09-15 19:38:00,261990,30,38,2024-09-15 19:44:00,49.036378,11.470632,49.010337,11.502283,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-15 19:00:00,2024-09-15,19
1544,2024-09-15 19:38:00,261991,30,40,2024-09-15 19:49:00,49.036378,11.470632,48.994215,11.461103,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-15 19:00:00,2024-09-15,19
1545,2024-09-15 19:37:00,261778,3,24,2024-09-15 19:49:00,49.002445,11.390002,49.037288,11.476722,"Kinding, Beilngrieser Straße",Kinding,Cancelled,2024-09-15 19:00:00,2024-09-15,19
1546,2024-09-15 20:21:00,260578,0,36,2024-09-15 20:34:00,48.992168,11.377365,49.013625,11.502735,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 20:00:00,2024-09-15,20
1547,2024-09-15 20:21:00,261963,0,28,2024-09-15 20:33:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-15 20:00:00,2024-09-15,20
1548,2024-09-15 20:21:00,262034,0,31,2024-09-15 20:33:00,48.992168,11.377365,49.035227,11.467885,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-15 20:00:00,2024-09-15,20
1549,2024-09-16 05:19:00,247281,67,8,2024-09-16 05:25:00,49.048472,11.431715,49.017505,11.404733,Kaldorf,Wiesenhofen,Trip completed,2024-09-16 05:00:00,2024-09-16,5
1550,2024-09-16 05:35:00,249777,1,8,2024-09-16 05:42:00,48.992498,11.363953,49.017505,11.404733,"Enkering, Maibaum",Enkering,Trip completed,2024-09-16 05:00:00,2024-09-16,5
1551,2024-09-16 05:48:00,250328,49,30,2024-09-16 06:07:00,48.97449,11.562987,49.036378,11.470632,"Wolfsbuch, Am Schacher",Wolfsbuch,Cancelled,2024-09-16 05:00:00,2024-09-16,5
1552,2024-09-16 06:01:00,247846,55,20,2024-09-16 06:08:00,49.019003,11.520783,49.032173,11.476295,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1553,2024-09-16 05:57:00,262076,53,19,2024-09-16 06:13:00,48.998413,11.530053,49.033832,11.471982,Amtmannsdorf,Amtmannsdorf,Trip completed,2024-09-16 05:00:00,2024-09-16,5
1554,2024-09-16 06:03:00,262256,19,0,2024-09-16 06:18:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1555,2024-09-16 06:08:00,253579,55,31,2024-09-16 06:15:00,49.019003,11.520783,49.035227,11.467885,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1556,2024-09-16 06:08:00,260054,55,31,2024-09-16 06:15:00,49.019003,11.520783,49.035227,11.467885,"Kottingwoerth, Dietfurter Strasse",Kottingwörth,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1557,2024-09-16 06:08:00,261773,15,0,2024-09-16 06:22:00,49.03815,11.451488,48.992168,11.377365,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1558,2024-09-16 06:08:00,262039,15,0,2024-09-16 06:22:00,49.03815,11.451488,48.992168,11.377365,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1559,2024-09-16 06:20:00,259215,9,19,2024-09-16 06:28:00,48.992112,11.434157,49.033832,11.471982,"Unteremmendorf, Wendeschleife",Unteremmendorf,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1560,2024-09-16 06:34:00,260394,30,66,2024-09-16 06:42:00,49.036378,11.470632,49.043035,11.412738,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-16 06:00:00,2024-09-16,6
1561,2024-09-16 06:19:00,247172,2,19,2024-09-16 06:32:00,48.993652,11.361228,49.033832,11.471982,"Enkering, Feuerwehrhaus",Enkering,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1562,2024-09-16 06:49:00,249414,40,0,2024-09-16 07:02:00,48.994215,11.461103,48.992168,11.377365,"Irfersdorf, Am Kirchplatz",Irfersdorf,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1563,2024-09-16 06:56:00,260101,48,21,2024-09-16 07:07:00,48.975027,11.534193,49.033525,11.475793,Arnbuch,Arnbuch,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1564,2024-09-16 06:50:00,262130,44,26,2024-09-16 07:02:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1565,2024-09-16 07:02:00,262040,0,15,2024-09-16 07:20:00,48.992168,11.377365,49.03815,11.451488,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1566,2024-09-16 06:58:00,262126,44,26,2024-09-16 07:32:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Cancelled,2024-09-16 06:00:00,2024-09-16,6
1567,2024-09-16 07:00:00,247931,20,8,2024-09-16 07:10:00,49.032173,11.476295,49.017505,11.404733,"Beilngries, ZOB",Beilngries,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1568,2024-09-16 07:03:00,262200,44,26,2024-09-16 07:14:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1569,2024-09-16 07:07:00,262207,3,9,2024-09-16 07:11:00,49.002445,11.390002,48.992112,11.434157,"Kinding, Beilngrieser Straße",Kinding,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1570,2024-09-16 07:12:00,260266,44,26,2024-09-16 07:24:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1571,2024-09-16 07:05:00,256824,21,8,2024-09-16 07:15:00,49.033525,11.475793,49.017505,11.404733,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1572,2024-09-16 07:16:00,253411,44,26,2024-09-16 07:28:00,48.98216,11.494917,49.044913,11.469383,"Aschbuch, Altenzeller Weg",Aschbuch,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1573,2024-09-16 07:28:00,262181,48,21,2024-09-16 07:43:00,48.975027,11.534193,49.033525,11.475793,Arnbuch,Arnbuch,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1574,2024-09-16 07:44:00,258845,23,0,2024-09-16 08:01:00,49.030037,11.484332,48.992168,11.377365,"Beilngries, An der Leitn",Beilngries,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1575,2024-09-16 07:45:00,262077,22,0,2024-09-16 08:01:00,49.032928,11.479163,48.992168,11.377365,"Beilngries, Kelheimer Straße",Beilngries,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1576,2024-09-16 07:35:00,261183,1,0,2024-09-16 07:39:00,48.992498,11.363953,48.992168,11.377365,"Enkering, Maibaum",Enkering,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1577,2024-09-16 07:49:00,262193,28,0,2024-09-16 08:01:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1578,2024-09-16 07:49:00,260018,30,64,2024-09-16 07:59:00,49.036378,11.470632,49.068532,11.455142,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1579,2024-09-16 07:54:00,261502,28,64,2024-09-16 08:00:00,49.036912,11.471075,49.068532,11.455142,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-16 07:00:00,2024-09-16,7
1580,2024-09-16 07:51:00,248441,22,0,2024-09-16 08:19:00,49.032928,11.479163,48.992168,11.377365,"Beilngries, Kelheimer Straße",Beilngries,Cancelled,2024-09-16 07:00:00,2024-09-16,7
1581,2024-09-16 08:12:00,261997,9,0,2024-09-16 08:18:00,48.992112,11.434157,48.992168,11.377365,"Unteremmendorf, Wendeschleife",Unteremmendorf,Cancelled,2024-09-16 08:00:00,2024-09-16,8
1582,2024-09-16 08:17:00,261952,0,29,2024-09-16 08:31:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 08:00:00,2024-09-16,8
1583,2024-09-16 08:22:00,262008,0,33,2024-09-16 08:33:00,48.992168,11.377365,49.031608,11.461872,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 08:00:00,2024-09-16,8
1584,2024-09-16 08:22:00,262269,0,29,2024-09-16 08:36:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 08:00:00,2024-09-16,8
1585,2024-09-16 08:23:00,258485,41,21,2024-09-16 08:33:00,48.97066,11.475578,49.033525,11.475793,"Grampersdorf, Kirchstraße",Grampersdorf,Cancelled,2024-09-16 08:00:00,2024-09-16,8
1586,2024-09-16 08:25:00,262171,38,19,2024-09-16 08:31:00,49.010337,11.502283,49.033832,11.471982,"Paulushofen, Dorfstraße",Paulushofen,Cancelled,2024-09-16 08:00:00,2024-09-16,8
1587,2024-09-16 08:35:00,262041,24,37,2024-09-16 09:03:00,49.037288,11.476722,49.013632,11.497563,"Beilngries, Gartenstraße",Beilngries,Trip completed,2024-09-16 08:00:00,2024-09-16,8
1588,2024-09-16 08:43:00,262009,0,33,2024-09-16 09:01:00,48.992168,11.377365,49.031608,11.461872,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-16 08:00:00,2024-09-16,8
1589,2024-09-16 08:47:00,262267,0,29,2024-09-16 09:00:00,48.992168,11.377365,49.035103,11.474083,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-16 08:00:00,2024-09-16,8
1590,2024-09-16 08:54:00,261252,40,21,2024-09-16 09:07:00,48.994215,11.461103,49.033525,11.475793,"Irfersdorf, Am Kirchplatz",Irfersdorf,Trip completed,2024-09-16 08:00:00,2024-09-16,8
1591,2024-09-16 09:03:00,262252,38,21,2024-09-16 09:07:00,49.010337,11.502283,49.033525,11.475793,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1592,2024-09-16 09:13:00,262270,29,0,2024-09-16 09:29:00,49.035103,11.474083,48.992168,11.377365,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1593,2024-09-16 09:06:00,262286,38,30,2024-09-16 09:12:00,49.010337,11.502283,49.036378,11.470632,"Paulushofen, Dorfstraße",Paulushofen,Cancelled,2024-09-16 09:00:00,2024-09-16,9
1594,2024-09-16 09:05:00,262174,19,38,2024-09-16 09:12:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Cancelled,2024-09-16 09:00:00,2024-09-16,9
1595,2024-09-16 09:11:00,262178,28,0,2024-09-16 09:26:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Cancelled,2024-09-16 09:00:00,2024-09-16,9
1596,2024-09-16 09:15:00,262319,19,0,2024-09-16 09:29:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1597,2024-09-16 09:25:00,262339,4,0,2024-09-16 09:28:00,49.000562,11.38279,48.992168,11.377365,"Kinding, Marktplatz",Kinding,Cancelled,2024-09-16 09:00:00,2024-09-16,9
1598,2024-09-16 09:29:00,262354,0,15,2024-09-16 09:38:00,48.992168,11.377365,49.03815,11.451488,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1599,2024-09-16 09:42:00,261593,3,21,2024-09-16 10:08:00,49.002445,11.390002,49.033525,11.475793,"Kinding, Beilngrieser Straße",Kinding,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1600,2024-09-16 09:57:00,261723,42,19,2024-09-16 10:09:00,48.970778,11.476563,49.033832,11.471982,"Grampersdorf, Landstrasse",Grampersdorf,Trip completed,2024-09-16 09:00:00,2024-09-16,9
1601,2024-09-16 10:18:00,262216,19,0,2024-09-16 10:37:00,49.033832,11.471982,48.992168,11.377365,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-16 10:00:00,2024-09-16,10
1602,2024-09-16 10:18:00,262254,19,38,2024-09-16 10:25:00,49.033832,11.471982,49.010337,11.502283,"Beilngries, Ringstrasse",Beilngries,Trip completed,2024-09-16 10:00:00,2024-09-16,10
1603,2024-09-16 10:38:00,260113,0,36,2024-09-16 10:56:00,48.992168,11.377365,49.013625,11.502735,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-16 10:00:00,2024-09-16,10
1604,2024-09-16 11:04:00,261916,45,0,2024-09-16 11:21:00,48.978988,11.491803,48.992168,11.377365,"Aschbuch, Lindenstraße",Aschbuch,Trip completed,2024-09-16 11:00:00,2024-09-16,11
1605,2024-09-16 10:52:00,262287,30,38,2024-09-16 10:59:00,49.036378,11.470632,49.010337,11.502283,"Beilngries, Frauenkirche",Beilngries,Trip completed,2024-09-16 10:00:00,2024-09-16,10
1606,2024-09-16 10:52:00,262414,28,0,2024-09-16 11:21:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-16 10:00:00,2024-09-16,10
1607,2024-09-16 11:01:00,262435,28,0,2024-09-16 11:11:00,49.036912,11.471075,48.992168,11.377365,"Beilngries, Neumarkter Straße",Beilngries,Trip completed,2024-09-16 11:00:00,2024-09-16,11
1608,2024-09-16 11:33:00,261973,8,31,2024-09-16 11:41:00,49.017505,11.404733,49.035227,11.467885,"Haunstetten, Gewerbegebiet",Haunstetten,Trip completed,2024-09-16 11:00:00,2024-09-16,11
1609,2024-09-16 11:19:00,262434,0,28,2024-09-16 11:37:00,48.992168,11.377365,49.036912,11.471075,"Kinding, Bahnhof",Kinding,Cancelled,2024-09-16 11:00:00,2024-09-16,11
1610,2024-09-16 11:39:00,262441,64,31,2024-09-16 11:45:00,49.068532,11.455142,49.035227,11.467885,"Plankstetten, Biberbacher Straße",Biberbach,Trip completed,2024-09-16 11:00:00,2024-09-16,11
1611,2024-09-16 12:02:00,262447,50,30,2024-09-16 12:26:00,48.976827,11.559612,49.036378,11.470632,"Wolfsbuch, Fuchsengasse",Wolfsbuch,Cancelled,2024-09-16 12:00:00,2024-09-16,12
1612,2024-09-16 11:59:00,262036,29,38,2024-09-16 12:16:00,49.035103,11.474083,49.010337,11.502283,"Beilngries, Rathaus",Beilngries,Trip completed,2024-09-16 11:00:00,2024-09-16,11
1613,2024-09-16 12:05:00,261999,9,0,2024-09-16 12:11:00,48.992112,11.434157,48.992168,11.377365,"Unteremmendorf, Wendeschleife",Unteremmendorf,Cancelled,2024-09-16 12:00:00,2024-09-16,12
1614,2024-09-16 12:05:00,262445,9,0,2024-09-16 12:12:00,48.992112,11.434157,48.992168,11.377365,"Unteremmendorf, Wendeschleife",Unteremmendorf,Cancelled,2024-09-16 12:00:00,2024-09-16,12
1615,2024-09-16 12:12:00,262474,4,30,2024-09-16 12:22:00,49.000562,11.38279,49.036378,11.470632,"Kinding, Marktplatz",Kinding,Trip completed,2024-09-16 12:00:00,2024-09-16,12
1616,2024-09-16 12:23:00,262418,21,3,2024-09-16 12:44:00,49.033525,11.475793,49.002445,11.390002,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-16 12:00:00,2024-09-16,12
1617,2024-09-16 12:30:00,262111,15,19,2024-09-16 12:37:00,49.03815,11.451488,49.033832,11.471982,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-16 12:00:00,2024-09-16,12
1618,2024-09-16 12:30:00,262405,15,33,2024-09-16 12:37:00,49.03815,11.451488,49.031608,11.461872,"Hirschberg, Dorfkapelle",Hirschberg,Trip completed,2024-09-16 12:00:00,2024-09-16,12
1619,2024-09-16 12:37:00,262318,0,36,2024-09-16 12:49:00,48.992168,11.377365,49.013625,11.502735,"Kinding, Bahnhof",Kinding,Trip completed,2024-09-16 12:00:00,2024-09-16,12
1620,2024-09-16 12:53:00,262448,30,50,2024-09-16 13:08:00,49.036378,11.470632,48.976827,11.559612,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-16 12:00:00,2024-09-16,12
1621,2024-09-16 12:53:00,262450,30,50,2024-09-16 13:08:00,49.036378,11.470632,48.976827,11.559612,"Beilngries, Frauenkirche",Beilngries,Cancelled,2024-09-16 12:00:00,2024-09-16,12
1622,2024-09-16 13:13:00,258486,21,41,2024-09-16 13:30:00,49.033525,11.475793,48.97066,11.475578,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-16 13:00:00,2024-09-16,13
1623,2024-09-16 13:08:00,260111,21,48,2024-09-16 13:46:00,49.033525,11.475793,48.975027,11.534193,"Beilngries, Deutscher Hof",Beilngries,Trip completed,2024-09-16 13:00:00,2024-09-16,13
1624,2024-09-16 13:16:00,262400,21,3,2024-09-16 13:29:00,49.033525,11.475793,49.002445,11.390002,"Beilngries, Deutscher Hof",Beilngries,Cancelled,2024-09-16 13:00:00,2024-09-16,13
1625,2024-09-16 13:19:00,262332,38,19,2024-09-16 13:25:00,49.010337,11.502283,49.033832,11.471982,"Paulushofen, Dorfstraße",Paulushofen,Trip completed,2024-09-16 13:00:00,2024-09-16,13
1626,2024-09-16 13:37:00,256802,42,48,2024-09-16 13:46:00,48.970778,11.476563,48.975027,11.534193,"Grampersdorf, Landstrasse",Grampersdorf,Trip completed,2024-09-16 13:00:00,2024-09-16,13
